Kecamatan;URL; Price ;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Sertifikat;Daya Listrik;Ruang Makan;Ruang Tamu;Kondisi Perabotan;Jumlah Lantai;Hadap;Terjangkau Internet;Lebar Jalan;Sumber Air;Hook;Kondisi Properti;ID Iklan
sukolilo;https://www.rumah123.com/properti/surabaya/hos10354271/; 4.500.000.000 ;4;5;300;550;SHM - Sertifikat Hak Milik;5500;;;Unfurnished;2;Barat;;;;;Sudah Renovasi;hos10354271
sukolilo;https://www.rumah123.com/properti/surabaya/hos10304613/; 4.500.000.000 ;5;5;300;550;SHM - Sertifikat Hak Milik;5500;;;Unfurnished;2;;;;;;Bagus;hos10304613
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos14429651/; 4.500.000.000 ;4;4;300;500;Lainnya (PPJB,Girik,Adat,dll);5500;;Ya;Unfurnished;3;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14429651
gubeng;https://www.rumah123.com/properti/surabaya/hos15021346/; 4.500.000.000 ;6;4;306;500;Lainnya (PPJB,Girik,Adat,dll);7700;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Bagus;hos15021346
wiyung;https://www.rumah123.com/properti/surabaya/hos15329349/; 4.500.000.000 ;4;1;308;240;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15329349
tambaksari;https://www.rumah123.com/properti/surabaya/hos14307365/; 4.500.000.000 ;3;3;313;235;SHM - Sertifikat Hak Milik;3500;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos14307365
tambaksari;https://www.rumah123.com/properti/surabaya/hos11554826/; 4.500.000.000 ;6;3;317;322;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus;hos11554826
sukolilo;https://www.rumah123.com/properti/surabaya/hos13987205/; 4.500.000.000 ;7;5;323;600;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;Utara;Ya;;PAM atau PDAM;Tidak;Bagus;hos13987205
sukolilo;https://www.rumah123.com/properti/surabaya/hos13981796/; 4.500.000.000 ;7;5;323;600;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;Utara;Tidak;;PAM atau PDAM;Tidak;Bagus;hos13981796
sukolilo;https://www.rumah123.com/properti/surabaya/hos13981010/; 4.500.000.000 ;7;5;323;600;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;Utara;Ya;;PAM atau PDAM;Tidak;Bagus;hos13981010
sukolilo;https://www.rumah123.com/properti/surabaya/hos13980411/; 4.500.000.000 ;7;5;323;600;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;Utara;Ya;;PAM atau PDAM;Tidak;Bagus;hos13980411
gayungan;https://www.rumah123.com/properti/surabaya/hos15158261/; 4.500.000.000 ;4;2;325;460;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus;hos15158261
krembangan;https://www.rumah123.com/properti/surabaya/hos10740670/; 4.500.000.000 ;5;2;330;500;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;;Ya;;PAM atau PDAM;Tidak;Bagus;hos10740670
wiyung;https://www.rumah123.com/properti/surabaya/hos15064020/; 4.500.000.000 ;5;4;330;330;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Ya;Bagus;hos15064020
rungkut;https://www.rumah123.com/properti/surabaya/hos15074205/; 4.500.000.000 ;6;3;345;185;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;Selatan;Ya;;;Tidak;Bagus;hos15074205
tenggilis mejoyo;https://www.rumah123.com/properti/surabaya/hos14324304/; 4.500.000.000 ;4;3;348;300;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;Timur;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14324304
sukolilo;https://www.rumah123.com/properti/surabaya/hos13713977/; 4.500.000.000 ;6;2;350;325;SHM - Sertifikat Hak Milik;3500;;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi;hos13713977
sambikerep;https://www.rumah123.com/properti/surabaya/hos15364264/; 4.500.000.000 ;3;3;360;450;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos15364264
tambaksari;https://www.rumah123.com/properti/surabaya/hos14449153/; 4.500.000.000 ;6;6;360;500;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus;hos14449153
kenjeran;https://www.rumah123.com/properti/surabaya/hos14724976/; 4.500.000.000 ;7;4;400;400;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14724976
kenjeran;https://www.rumah123.com/properti/surabaya/hos14604499/; 4.500.000.000 ;6;3;400;400;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus;hos14604499
jambangan;https://www.rumah123.com/properti/surabaya/hos15245332/; 4.500.000.000 ;5;4;444;170;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15245332
mulyorejo;https://www.rumah123.com/properti/surabaya/hos14955463/; 4.500.000.000 ;5;4;450;650;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;2;Utara;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus;hos14955463
tegalsari;https://www.rumah123.com/properti/surabaya/hos9129457/; 4.500.000.000 ;3;3;450;360;HP - Hak Pakai;6600;;;Unfurnished;2;Selatan;;;;;Bagus;hos9129457
tenggilis mejoyo;https://www.rumah123.com/properti/surabaya/hos15379560/; 4.500.000.000 ;5;3;453;250;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Bagus;hos15379560
tenggilis mejoyo;https://www.rumah123.com/properti/surabaya/hos15075647/; 4.500.000.000 ;5;3;453;250;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;PAM atau PDAM;Tidak;Bagus;hos15075647
tenggilis mejoyo;https://www.rumah123.com/properti/surabaya/hos14981093/; 4.500.000.000 ;5;3;453;250;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14981093
tambaksari;https://www.rumah123.com/properti/surabaya/hos11241314/; 4.500.000.000 ;3;2;545;298;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos11241314
tambaksari;https://www.rumah123.com/properti/surabaya/hos10915748/; 4.500.000.000 ;3;2;545;298;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;1;Barat;Tidak;;;Tidak;Butuh Renovasi;hos10915748
gubeng;https://www.rumah123.com/properti/surabaya/hos15158818/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15158818
gubeng;https://www.rumah123.com/properti/surabaya/hos15134179/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15134179
gubeng;https://www.rumah123.com/properti/surabaya/hos15119435/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;;hos15119435
gubeng;https://www.rumah123.com/properti/surabaya/hos15105050/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15105050
gubeng;https://www.rumah123.com/properti/surabaya/hos15088545/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15088545
gubeng;https://www.rumah123.com/properti/surabaya/hos15072870/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15072870
gubeng;https://www.rumah123.com/properti/surabaya/hos15061392/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15061392
gubeng;https://www.rumah123.com/properti/surabaya/hos15048652/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15048652
gubeng;https://www.rumah123.com/properti/surabaya/hos15033717/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15033717
gubeng;https://www.rumah123.com/properti/surabaya/hos15012617/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15012617
gubeng;https://www.rumah123.com/properti/surabaya/hos15012583/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15012583
gubeng;https://www.rumah123.com/properti/surabaya/hos15012554/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15012554
gubeng;https://www.rumah123.com/properti/surabaya/hos15012526/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15012526
gubeng;https://www.rumah123.com/properti/surabaya/hos15012483/; 4.500.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15012483
genteng;https://www.rumah123.com/properti/surabaya/hos14552957/; 4.500.000.000 ;2;2;624;264;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Selatan;Ya;3 Mobil;;Tidak;Butuh Renovasi;hos14552957
sawahan;https://www.rumah123.com/properti/surabaya/hos14480357/; 4.500.000.000 ;1;2;936;606;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi;hos14480357
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos15112712/; 4.650.000.000 ;4;4;190;223;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos15112712
wiyung;https://www.rumah123.com/properti/surabaya/hos14900490/; 4.650.000.000 ;3;3;190;223;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;2 Mobil;PAM atau PDAM;Tidak;;hos14900490
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos15182989/; 4.650.000.000 ;3;3;270;230;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15182989
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos15181982/; 4.650.000.000 ;3;3;270;230;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15181982
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos15181631/; 4.650.000.000 ;3;3;270;230;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15181631
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos15181355/; 4.650.000.000 ;3;3;270;230;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15181355
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos15181039/; 4.650.000.000 ;3;3;270;230;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15181039
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos14842136/; 4.650.000.000 ;3;2;270;230;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;1;Timur;Ya;;PAM atau PDAM;Tidak;Bagus;hos14842136
wonocolo;https://www.rumah123.com/properti/surabaya/hos12282505/; 4.650.000.000 ;4;3;300;300;SHM - Sertifikat Hak Milik;3300;Tidak;Tidak;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos12282505
gayungan;https://www.rumah123.com/properti/surabaya/hos13335465/; 4.650.000.000 ;3;3;314;200;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;;Ya;;PAM atau PDAM;Tidak;Bagus;hos13335465
sambikerep;https://www.rumah123.com/properti/surabaya/hos14231564/; 4.670.000.000 ;4;4;158;210;HGB - Hak Guna Bangunan;3500;Tidak;Tidak;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14231564
sukolilo;https://www.rumah123.com/properti/surabaya/hos14110623/; 4.690.000.000 ;4;5;234;230;SHM - Sertifikat Hak Milik;3500;;Tidak;Unfurnished;2;Selatan;Tidak;3 Mobil;PAM atau PDAM;Ya;Bagus;hos14110623
wiyung;https://www.rumah123.com/properti/surabaya/hos14347387/; 4.690.000.000 ;4;3;246;323;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos14347387
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos12045490/; 4.690.000.000 ;5;4;364;196;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;2;Timur;Tidak;;;Tidak;Bagus;hos12045490
wiyung;https://www.rumah123.com/properti/surabaya/hos7643626/; 4.600.000.000 ;3;3;105;102;SHM - Sertifikat Hak Milik;;;;Unfurnished;1;;;;;;Baru;hos7643626
lakarsantri;https://www.rumah123.com/properti/surabaya/hos14441226/; 4.600.000.000 ;4;4;162;216;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;3;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14441226
sambikerep;https://www.rumah123.com/properti/surabaya/hos14235270/; 4.600.000.000 ;4;4;162;216;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;3;;Tidak;;;Tidak;Baru;hos14235270
gayungan;https://www.rumah123.com/properti/surabaya/hos14497093/; 4.600.000.000 ;5;4;185;250;HGB - Hak Guna Bangunan;2200;Ya;Ya;Unfurnished;2;Utara;Ya;4 Mobil;PAM atau PDAM;Ya;Baru;hos14497093
gayungan;https://www.rumah123.com/properti/surabaya/hos13951190/; 4.600.000.000 ;5;4;185;250;HGB - Hak Guna Bangunan;3500;;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos13951190
gayungan;https://www.rumah123.com/properti/surabaya/hos12298170/; 4.600.000.000 ;4;3;185;250;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;2;Barat;Ya;;PAM atau PDAM;Ya;Baru;hos12298170
jambangan;https://www.rumah123.com/properti/surabaya/hos14083571/; 4.600.000.000 ;4;3;185;250;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Ya;Baru;hos14083571
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos13223013/; 4.600.000.000 ;3;3;300;250;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos13223013
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos12215305/; 4.600.000.000 ;3;3;300;225;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;Timur Laut;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos12215305
sukolilo;https://www.rumah123.com/properti/surabaya/hos7335513/; 4.600.000.000 ;4;2;336;160;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi;hos7335513
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos15418044/; 4.600.000.000 ;3;2;353;200;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15418044
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos14142103/; 4.600.000.000 ;4;3;360;450;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus;hos14142103
sambikerep;https://www.rumah123.com/properti/surabaya/hos14887249/; 4.600.000.000 ;4;3;360;450;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus;hos14887249
sambikerep;https://www.rumah123.com/properti/surabaya/hos14509984/; 4.600.000.000 ;4;3;360;450;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14509984
sambikerep;https://www.rumah123.com/properti/surabaya/hos14429534/; 4.600.000.000 ;4;3;360;450;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14429534
sambikerep;https://www.rumah123.com/properti/surabaya/hos14363514/; 4.600.000.000 ;4;5;360;450;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14363514
tandes;https://www.rumah123.com/properti/surabaya/hos15208354/; 4.600.000.000 ;4;3;360;450;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus;hos15208354
semampir;https://www.rumah123.com/properti/surabaya/hos14208814/; 4.600.000.000 ;4;4;800;400;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14208814
sukolilo;https://www.rumah123.com/properti/surabaya/hos14155618/; 4.740.000.000 ;4;3;240;400;SHM - Sertifikat Hak Milik;3500;;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus;hos14155618
wiyung;https://www.rumah123.com/properti/surabaya/hos12991219/; 4.750.000.000 ;2;1;50;65;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos12991219
wiyung;https://www.rumah123.com/properti/surabaya/hos12575062/; 4.750.000.000 ;2;1;72;72;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;;Tidak;Bagus;hos12575062
wiyung;https://www.rumah123.com/properti/surabaya/hos10520418/; 4.750.000.000 ;3;3;72;120;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Baru;hos10520418
wiyung;https://www.rumah123.com/properti/surabaya/hos14276687/; 4.750.000.000 ;3;1;96;90;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14276687
wiyung;https://www.rumah123.com/properti/surabaya/hos13826020/; 4.750.000.000 ;2;1;98;50;SHM - Sertifikat Hak Milik;1300;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi;hos13826020
wiyung;https://www.rumah123.com/properti/surabaya/hos11042389/; 4.750.000.000 ;3;2;128;160;SHM - Sertifikat Hak Milik;3500;;;Unfurnished;2;Selatan;;;;;Bagus Sekali;hos11042389
lakarsantri;https://www.rumah123.com/properti/surabaya/hos12534310/; 4.750.000.000 ;4;3;165;235;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Barat;Ya;3 Mobil;;Tidak;Bagus;hos12534310
rungkut;https://www.rumah123.com/properti/surabaya/hos15078464/; 4.750.000.000 ;3;2;200;125;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15078464
lakarsantri;https://www.rumah123.com/properti/surabaya/hos13803053/; 4.750.000.000 ;4;3;264;330;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos13803053
wiyung;https://www.rumah123.com/properti/surabaya/hos15078165/; 4.750.000.000 ;5;4;264;330;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus;hos15078165
wiyung;https://www.rumah123.com/properti/surabaya/hos15065165/; 4.750.000.000 ;5;5;264;320;HGB - Hak Guna Bangunan;4400;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus;hos15065165
wonokromo;https://www.rumah123.com/properti/surabaya/hos15178614/; 4.750.000.000 ;5;2;292;154;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Ya;Bagus;hos15178614
rungkut;https://www.rumah123.com/properti/surabaya/hos15160342/; 4.750.000.000 ;4;2;300;150;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15160342
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos13643370/; 4.750.000.000 ;4;2;300;175;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos13643370
gubeng;https://www.rumah123.com/properti/surabaya/hos15352696/; 4.790.000.000 ;4;3;250;300;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos15352696
wiyung;https://www.rumah123.com/properti/surabaya/hos3047923/; 4.700.000.000 ;4;3;133;185;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Baru;hos3047923
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos13575782/; 4.700.000.000 ;3;4;152;260;HGB - Hak Guna Bangunan;3500;Ya;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos13575782
gayungan;https://www.rumah123.com/properti/surabaya/hos14336623/; 4.700.000.000 ;4;3;185;250;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;2;Utara;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14336623
lakarsantri;https://www.rumah123.com/properti/surabaya/hos11108296/; 4.700.000.000 ;4;3;200;270;Lainnya (PPJB,Girik,Adat,dll);3500;;;Unfurnished;2;Timur;;;;;Baru;hos11108296
sambikerep;https://www.rumah123.com/properti/surabaya/hos10367100/; 4.700.000.000 ;4;3;200;270;Lainnya (PPJB,Girik,Adat,dll);;;;Unfurnished;2;Timur;;;;;Bagus;hos10367100
sukolilo;https://www.rumah123.com/properti/surabaya/hos15342316/; 4.700.000.000 ;4;4;234;230;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus;hos15342316
sukolilo;https://www.rumah123.com/properti/surabaya/hos15231644/; 4.700.000.000 ;4;4;234;230;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus;hos15231644
sukolilo;https://www.rumah123.com/properti/surabaya/hos15205162/; 4.700.000.000 ;4;4;234;230;SHM - Sertifikat Hak Milik;5500;Ya;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus;hos15205162
sukolilo;https://www.rumah123.com/properti/surabaya/hos14914305/; 4.700.000.000 ;4;4;234;230;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14914305
sukolilo;https://www.rumah123.com/properti/surabaya/hos14613484/; 4.700.000.000 ;4;4;234;230;SHM - Sertifikat Hak Milik;4400;;;Unfurnished;1;;;;;;Bagus;hos14613484
sukolilo;https://www.rumah123.com/properti/surabaya/hos14167463/; 4.700.000.000 ;4;4;234;230;SHM - Sertifikat Hak Milik;5500;;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14167463
sukolilo;https://www.rumah123.com/properti/surabaya/hos14113218/; 4.700.000.000 ;4;4;234;230;SHM - Sertifikat Hak Milik;5500;;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Ya;Bagus;hos14113218
sukolilo;https://www.rumah123.com/properti/surabaya/hos14076570/; 4.700.000.000 ;4;4;234;230;SHM - Sertifikat Hak Milik;5500;;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Bagus;hos14076570
sukolilo;https://www.rumah123.com/properti/surabaya/hos13862813/; 4.700.000.000 ;4;4;234;230;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;2 Mobil;PAM atau PDAM;Ya;Baru;hos13862813
sukolilo;https://www.rumah123.com/properti/surabaya/hos13732705/; 4.700.000.000 ;5;5;234;230;SHM - Sertifikat Hak Milik;5500;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus;hos13732705
sukolilo;https://www.rumah123.com/properti/surabaya/hos13660277/; 4.700.000.000 ;4;4;234;230;SHM - Sertifikat Hak Milik;5500;;Tidak;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Ya;Baru;hos13660277
sukolilo;https://www.rumah123.com/properti/surabaya/hos12501880/; 4.700.000.000 ;4;4;234;230;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos12501880
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos15276360/; 4.700.000.000 ;4;2;240;234;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15276360
gubeng;https://www.rumah123.com/properti/surabaya/hos12960147/; 4.700.000.000 ;4;3;240;170;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Utara;Tidak;3 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi;hos12960147
sukolilo;https://www.rumah123.com/properti/surabaya/hos13880603/; 4.700.000.000 ;3;2;240;400;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;;Tidak;Bagus;hos13880603
sukolilo;https://www.rumah123.com/properti/surabaya/hos12324229/; 4.700.000.000 ;4;4;252;273;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru;hos12324229
gayungan;https://www.rumah123.com/properti/surabaya/hos10429715/; 4.700.000.000 ;4;2;352;300;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;1;Barat;;;;;Bagus Sekali;hos10429715
sukolilo;https://www.rumah123.com/properti/surabaya/hos14854807/; 4.700.000.000 ;4;2;360;300;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Tenggara;Tidak;2 Mobil;PAM atau PDAM;Tidak;;hos14854807
